row_id,split,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target
oulad_final_result_0087,valid,BBB,2013J,579575,F,Ireland,Lower Than A Level,30-40%,0-35,0,75,N,Pass
oulad_final_result_1095,train,BBB,2014J,2487573,F,South East Region,Lower Than A Level,90-100%,35-55,0,150,N,Pass
oulad_final_result_1319,train,EEE,2014J,687023,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
oulad_final_result_0266,test,BBB,2013J,2296908,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
oulad_final_result_0497,train,FFF,2013B,484790,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass
oulad_final_result_0972,train,AAA,2014J,350939,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass
oulad_final_result_0507,train,DDD,2013B,1584449,M,South Region,Lower Than A Level,90-100%,35-55,1,270,Y,Fail
oulad_final_result_1859,train,AAA,2014J,447481,M,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
oulad_final_result_1486,train,DDD,2014B,2465186,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Fail
oulad_final_result_1731,train,CCC,2014J,627947,F,South Region,A Level or Equivalent,20-30%,35-55,1,60,N,Withdrawn
oulad_final_result_0588,train,BBB,2013B,510141,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,Y,Withdrawn
oulad_final_result_1329,train,BBB,2014B,468349,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail
oulad_final_result_0929,valid,EEE,2014B,2567038,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
oulad_final_result_0091,train,CCC,2014B,2634238,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
oulad_final_result_1726,test,DDD,2014J,442191,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,Y,Withdrawn
oulad_final_result_0218,valid,EEE,2013J,601054,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
oulad_final_result_1779,train,EEE,2014J,628717,M,London Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn
oulad_final_result_1656,train,EEE,2014J,643077,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
oulad_final_result_0297,train,FFF,2014B,634007,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
oulad_final_result_0855,test,FFF,2013J,353790,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
oulad_final_result_1509,test,AAA,2013J,118983,M,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass
oulad_final_result_0379,test,DDD,2013B,556093,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_0922,train,BBB,2014B,624738,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
oulad_final_result_0264,train,FFF,2013J,601021,M,Ireland,HE Qualification,20-30%,0-35,0,90,N,Pass
oulad_final_result_1965,train,BBB,2014J,637003,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass
oulad_final_result_1948,train,GGG,2014J,651943,F,London Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction
oulad_final_result_0064,valid,BBB,2014J,601874,F,Wales,Lower Than A Level,10-20,35-55,0,60,N,Fail
oulad_final_result_0072,train,BBB,2013J,477319,F,South Region,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
oulad_final_result_1945,train,CCC,2014J,402378,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,40,N,Pass
oulad_final_result_1907,train,FFF,2013B,49095,F,South West Region,HE Qualification,40-50%,0-35,2,150,N,Withdrawn
oulad_final_result_1960,train,FFF,2013J,608966,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
oulad_final_result_0803,train,CCC,2014J,634817,M,North Region,Lower Than A Level,80-90%,0-35,1,60,N,Withdrawn
oulad_final_result_0063,test,FFF,2014J,642740,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
oulad_final_result_1349,train,DDD,2014J,587375,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
oulad_final_result_1059,train,FFF,2014J,383629,M,West Midlands Region,Lower Than A Level,70-80%,0-35,2,60,N,Pass
oulad_final_result_1900,train,GGG,2014J,693421,M,North Region,Lower Than A Level,10-20,0-35,0,30,Y,Distinction
oulad_final_result_1412,train,BBB,2014J,650090,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
oulad_final_result_0367,train,FFF,2013B,548741,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
oulad_final_result_1195,test,DDD,2014B,152320,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Withdrawn
oulad_final_result_1135,train,EEE,2014J,195252,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,50,N,Fail
oulad_final_result_1063,train,DDD,2014J,565006,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
oulad_final_result_1029,test,DDD,2013J,2457907,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
oulad_final_result_1017,train,EEE,2014J,1953275,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
oulad_final_result_0500,valid,FFF,2014J,231980,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_0273,train,EEE,2014J,2286544,M,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
oulad_final_result_1795,train,GGG,2014J,643659,F,Wales,Lower Than A Level,50-60%,35-55,0,30,Y,Fail
oulad_final_result_0287,valid,DDD,2013J,294364,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
oulad_final_result_0207,valid,CCC,2014B,525332,M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail
oulad_final_result_1969,train,GGG,2014J,140938,F,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
oulad_final_result_1946,train,BBB,2014J,322574,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail
oulad_final_result_0716,train,GGG,2013J,593438,M,London Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail
oulad_final_result_0562,train,FFF,2013J,234004,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
oulad_final_result_0369,test,DDD,2014B,620608,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
oulad_final_result_1750,train,DDD,2014J,577652,F,London Region,Lower Than A Level,70-80%,0-35,1,120,N,Pass
oulad_final_result_1302,train,AAA,2014J,2578676,M,North Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass
oulad_final_result_0212,train,DDD,2013J,607073,F,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass
oulad_final_result_1983,train,EEE,2013J,564444,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1603,train,FFF,2014J,595721,M,London Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
oulad_final_result_1662,train,BBB,2013B,471219,F,North Western Region,HE Qualification,50-60%,35-55,1,120,N,Fail
oulad_final_result_0135,train,FFF,2013B,408762,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_1966,train,FFF,2013B,2533504,M,South East Region,HE Qualification,90-100%,35-55,1,120,N,Distinction
oulad_final_result_0962,valid,DDD,2014B,2043916,M,South East Region,Lower Than A Level,90-100%,35-55,1,120,N,Withdrawn
oulad_final_result_0957,test,CCC,2014B,553021,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
oulad_final_result_0512,train,BBB,2013J,597078,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail
oulad_final_result_1986,train,BBB,2014J,142324,F,East Anglian Region,Lower Than A Level,30-40%,35-55,1,120,N,Pass
oulad_final_result_0672,train,FFF,2013J,602312,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass
oulad_final_result_0413,train,BBB,2014B,633603,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
oulad_final_result_0124,train,DDD,2013J,420650,F,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn
oulad_final_result_1005,train,AAA,2013J,189879,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_0482,train,BBB,2014B,52426,F,Scotland,Lower Than A Level,70-80%,35-55,1,60,N,Fail
oulad_final_result_0284,test,FFF,2013J,170943,M,London Region,A Level or Equivalent,60-70%,0-35,1,150,N,Pass
oulad_final_result_1532,train,BBB,2013B,483952,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
oulad_final_result_0635,test,FFF,2014B,581598,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_0926,train,FFF,2014J,691288,F,Scotland,Lower Than A Level,20-30%,35-55,0,120,N,Fail
oulad_final_result_0044,train,DDD,2014J,678262,F,South West Region,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
oulad_final_result_0554,train,GGG,2014B,630770,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction
oulad_final_result_0673,test,BBB,2014B,628525,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
oulad_final_result_1967,train,DDD,2013J,383978,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_1644,train,AAA,2013J,53025,M,North Region,Post Graduate Qualification,,55<=,0,60,N,Pass
oulad_final_result_0171,train,BBB,2013J,594208,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0896,train,AAA,2014J,623710,F,South East Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn
oulad_final_result_1355,train,CCC,2014J,650511,M,South Region,A Level or Equivalent,70-80%,35-55,0,60,N,Distinction
oulad_final_result_0644,train,DDD,2014J,684632,F,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction
oulad_final_result_0938,train,CCC,2014J,2039190,F,North Region,Lower Than A Level,,35-55,0,120,N,Withdrawn
oulad_final_result_0994,valid,DDD,2013B,553964,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
oulad_final_result_1317,train,BBB,2014J,695148,F,Ireland,Lower Than A Level,70-80%,0-35,0,60,N,Pass
oulad_final_result_0244,valid,GGG,2014J,648110,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_1814,train,FFF,2013J,605905,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail
oulad_final_result_1379,train,FFF,2013B,146679,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,210,N,Withdrawn
oulad_final_result_0763,train,CCC,2014J,205218,M,Scotland,Lower Than A Level,20-30%,35-55,0,50,N,Withdrawn
oulad_final_result_1150,train,BBB,2013B,502131,F,Scotland,Lower Than A Level,60-70%,0-35,1,120,N,Withdrawn
oulad_final_result_1810,train,EEE,2014J,646197,M,Scotland,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction
oulad_final_result_1631,train,FFF,2014B,559876,M,West Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,Distinction
oulad_final_result_1702,train,FFF,2013J,583149,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
oulad_final_result_1826,train,DDD,2013J,418397,M,South Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
oulad_final_result_1360,train,CCC,2014J,2326041,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_0816,test,EEE,2014B,510266,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
oulad_final_result_0062,train,EEE,2013J,397797,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail
oulad_final_result_0041,train,BBB,2014B,631444,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1385,train,BBB,2014B,618951,F,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
oulad_final_result_0447,train,FFF,2014B,620004,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Withdrawn
oulad_final_result_1823,train,DDD,2014J,682385,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,Y,Fail
oulad_final_result_1729,train,CCC,2014J,46705,M,Ireland,HE Qualification,,35-55,0,60,N,Fail
oulad_final_result_0535,train,FFF,2014B,626530,M,Wales,HE Qualification,30-40%,35-55,0,60,N,Fail
oulad_final_result_1558,train,CCC,2014J,482751,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
oulad_final_result_0795,train,FFF,2014B,613281,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,Y,Fail
oulad_final_result_0566,valid,BBB,2014J,2296716,F,Wales,A Level or Equivalent,10-20,35-55,0,60,N,Fail
oulad_final_result_1129,valid,CCC,2014B,634139,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
oulad_final_result_1226,train,CCC,2014J,612283,F,Scotland,Lower Than A Level,10-20,0-35,0,30,N,Withdrawn
oulad_final_result_1243,train,BBB,2013J,575794,F,Wales,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_0024,train,FFF,2013J,588796,M,London Region,Lower Than A Level,30-40%,35-55,0,150,N,Withdrawn
oulad_final_result_0989,train,FFF,2014J,2613827,M,South East Region,Lower Than A Level,90-100%,35-55,1,120,N,Withdrawn
oulad_final_result_1707,test,FFF,2013J,2423002,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
oulad_final_result_1041,train,AAA,2014J,199636,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
oulad_final_result_1552,train,GGG,2014J,679921,F,Wales,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
oulad_final_result_1078,train,DDD,2014J,376758,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0865,test,GGG,2013J,601464,F,London Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
oulad_final_result_0322,test,BBB,2013B,443108,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1303,train,EEE,2014J,597166,M,North Western Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0149,test,CCC,2014B,492900,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass
oulad_final_result_1083,valid,BBB,2013J,611046,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
oulad_final_result_1230,test,FFF,2013J,579064,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_1375,train,DDD,2013J,529226,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,60,N,Fail
oulad_final_result_1325,train,CCC,2014J,275882,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
oulad_final_result_1658,train,FFF,2013J,604799,M,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,N,Pass
oulad_final_result_1030,train,GGG,2013J,578555,M,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
oulad_final_result_1944,valid,GGG,2014B,617886,F,London Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass
oulad_final_result_1803,valid,FFF,2014J,1318759,M,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass
oulad_final_result_0438,train,FFF,2014B,513701,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,90,N,Pass
oulad_final_result_0134,train,FFF,2014J,693806,F,London Region,Lower Than A Level,30-40%,0-35,0,180,N,Distinction
oulad_final_result_1018,train,BBB,2013B,2575914,F,North Region,Lower Than A Level,0-10%,0-35,3,60,Y,Withdrawn
oulad_final_result_0786,train,FFF,2013J,564981,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
oulad_final_result_1759,test,FFF,2014B,631083,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
oulad_final_result_0760,train,FFF,2013B,537980,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass
oulad_final_result_0768,valid,BBB,2013J,514864,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
oulad_final_result_1169,train,CCC,2014B,586436,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Fail
oulad_final_result_0026,valid,DDD,2013B,546826,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
oulad_final_result_1788,train,FFF,2014J,681938,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction
oulad_final_result_0663,train,FFF,2013J,608747,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
oulad_final_result_1544,train,CCC,2014J,596620,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,Y,Withdrawn
oulad_final_result_0589,test,DDD,2013J,2589096,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
oulad_final_result_0757,train,BBB,2014B,631081,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
oulad_final_result_0941,test,FFF,2013B,520153,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,400,N,Withdrawn
oulad_final_result_0903,train,CCC,2014J,625218,F,South Region,A Level or Equivalent,90-100%,0-35,0,90,Y,Withdrawn
oulad_final_result_0623,train,AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
oulad_final_result_1235,test,BBB,2014J,647764,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
oulad_final_result_1373,train,FFF,2013J,502249,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,Y,Pass
oulad_final_result_0467,train,BBB,2014J,652933,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,240,N,Withdrawn
oulad_final_result_0641,train,DDD,2013J,607151,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
oulad_final_result_0596,train,BBB,2013B,546837,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
oulad_final_result_1657,train,FFF,2013J,569507,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
oulad_final_result_0105,train,BBB,2014J,632605,F,South Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail
oulad_final_result_1306,train,BBB,2014J,2363168,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
oulad_final_result_1850,train,BBB,2014J,678213,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn
oulad_final_result_1747,valid,GGG,2014J,649113,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,30,N,Withdrawn
oulad_final_result_0436,train,DDD,2014J,689759,M,Scotland,Lower Than A Level,80-90%,0-35,0,120,N,Pass
oulad_final_result_0060,train,FFF,2013J,602469,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
oulad_final_result_0754,train,FFF,2014B,609868,F,Wales,Lower Than A Level,10-20,0-35,0,90,N,Fail
oulad_final_result_1686,train,DDD,2014B,588749,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1247,train,BBB,2013J,567958,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Y,Pass
oulad_final_result_0037,train,GGG,2013J,2280643,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
oulad_final_result_0128,valid,DDD,2013J,600842,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
oulad_final_result_0275,train,EEE,2013J,411381,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn
oulad_final_result_1111,train,FFF,2014J,683243,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
oulad_final_result_0930,train,EEE,2014J,652606,M,North Region,Lower Than A Level,30-40%,0-35,0,90,N,Withdrawn
oulad_final_result_1634,train,BBB,2014J,593476,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
oulad_final_result_1266,train,DDD,2014J,653793,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_1582,train,DDD,2013J,563971,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
oulad_final_result_1185,train,DDD,2014B,603302,M,South West Region,A Level or Equivalent,20-30%,0-35,1,120,Y,Distinction
oulad_final_result_0425,train,DDD,2013B,2547402,M,South East Region,Lower Than A Level,50-60%,0-35,2,180,Y,Pass
oulad_final_result_1985,test,FFF,2013J,601952,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
oulad_final_result_1920,test,GGG,2014B,626145,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction
oulad_final_result_1614,train,CCC,2014B,633178,F,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_1403,test,CCC,2014B,2641486,M,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass
